School,Enrollment,Up to date,Up to date %,Conditional,PME,PBE,PBE (Religious),City
CHANDLER SCHOOL,42,41,98,0,0,1,0,PASADENA
CARLTHORP,42,37,88,2,3,0,0,SANTA MONICA
LAUREL ELEMENTARY,42,40,95,0,0,2,0,BREA
SUN VIEW ELEMENTARY,42,40,95,0,0,2,0,HUNTINGTON BEACH
ST. IRENAEUS CATHOLIC ELEMENTARY,42,41,98,0,0,1,0,CYPRESS
ANNELIESE'S SCHOOL,42,35,83,2,0,5,0,LAGUNA BEACH
SADDLEBACK VALLEY CHRISTIAN,42,39,93,0,0,3,0,SAN JUAN CAPISTRANO
BLESSED SACRAMENT CATHOLIC,42,40,95,0,0,2,0,WESTMINSTER
PARK AVENUE ELEMENTARY,42,42,100,0,0,0,0,PERRIS
OUR LADY OF GUADALUPE ELEMENTARY,42,39,93,2,0,1,0,OXNARD
HENRY DALTON ELEMENTARY,41,39,95,2,0,0,0,AZUSA
TEMPLE ACADEMY,41,39,95,1,1,0,0,LA PUENTE
BRADDOCK DRIVE ELEMENTARY,41,13,32,28,0,0,0,CULVER CITY
ST. MARK'S ELEMENTARY,41,36,88,0,0,5,0,ALTADENA
ST. CYPRIAN ELEMENTARY,41,40,98,0,0,1,0,LONG BEACH
MONTESSORI SCHOOL OF MANHATTAN BEACH,41,41,100,0,0,0,0,MANHATTAN BEACH
ST. ANNE ELEMENTARY,41,34,83,2,0,5,0,SANTA MONICA
HELEN ESTOCK ELEMENTARY,41,36,88,3,1,1,0,TUSTIN
MARJORIE VEEH ELEMENTARY,41,31,76,6,0,4,0,TUSTIN
CHRIST CATHEDRAL ACADEMY,41,41,100,0,0,0,0,GARDEN GROVE
CHARLES HOFFMAN ELEMENTARY,41,33,80,4,0,4,1,RUNNING SPRINGS
EMERY PARK ELEMENTARY,40,38,95,2,0,0,0,ALHAMBRA
HORACE MANN ELEMENTARY,40,31,78,7,0,2,0,BEVERLY HILLS
MULTICULTURAL LEARNING CENTER,40,38,95,2,0,0,0,CANOGA PARK
AVALON GARDENS ELEMENTARY,40,29,73,10,0,1,1,LOS ANGELES
BROCKTON AVENUE ELEMENTARY,40,38,95,2,0,0,0,LOS ANGELES
SOLANO AVENUE ELEMENTARY,40,21,53,19,0,0,0,LOS ANGELES
WESTERN CHRISTIAN PSP,40,34,85,0,0,6,0,COVINA
VALLEY BETH SHALOM DAY SCHOOL,40,32,80,1,0,7,0,ENCINO
WISE SCHOOL,40,27,68,11,1,1,0,LOS ANGELES
LADERA ELEMENTARY,40,36,90,1,0,3,0,TUSTIN
GALILEO ACADEMY 101,40,37,93,0,0,3,0,VICTORVILLE
CRESSON ELEMENTARY,39,38,97,1,0,0,0,NORWALK
BRIDGE STREET ELEMENTARY,39,32,82,7,0,0,0,LOS ANGELES
SIERRA VISTA ELEMENTARY,39,33,85,3,0,3,0,LOS ANGELES
SUNRISE ELEMENTARY,39,33,85,6,0,0,0,LOS ANGELES
ALLISON ELEMENTARY,39,39,100,0,0,0,0,POMONA
MONTVUE ELEMENTARY,39,25,64,14,0,0,0,POMONA
VIEWPOINT SCHOOL,39,32,82,2,0,5,0,CALABASAS
LAKEWOOD CHRISTIAN SCHOOLS,39,39,100,0,0,0,0,LONG BEACH
HOLLYWOOD SCHOOLHOUSE,39,20,51,9,0,10,0,LOS ANGELES
RIVIERA HALL LUTHERAN,39,24,62,11,1,3,0,REDONDO BEACH
WEBBER ELEMENTARY,39,38,97,0,0,1,0,WESTMINSTER
WALDORF SCHOOL OF ORANGE COUNTY,39,19,49,5,0,15,0,COSTA MESA
MOUNTAIN VIEW MONTESSORI CHARTER,39,34,87,1,0,4,1,VICTORVILLE
PIERPONT ELEMENTARY,39,36,92,2,0,1,1,VENTURA
GLOBAL EDUCATION ACADEMY,38,38,100,0,0,0,0,LOS ANGELES
GUIDANCE CHARTER,38,38,100,0,0,0,0,PALMDALE
TEMPLE ISRAEL OF HOLLYWOOD DAY,38,36,95,0,2,0,0,LOS ANGELES
CHADWICK,38,38,100,0,0,0,0,PALOS VERDES PENINSULA
OUR LADY OF FATIMA PARISH SCHOOL,38,24,63,12,1,1,0,SAN CLEMENTE
BIG BEAR ELEMENTARY,38,29,76,8,1,0,0,BIG BEAR LAKE
ST. JOSEPH SCHOOL,38,37,97,0,0,1,0,UPLAND
LOS ROBLES ACADEMY,37,35,95,2,0,0,0,HACIENDA HEIGHTS
SUNSET ELEMENTARY,37,37,100,0,0,0,0,LA PUENTE
LOYOLA VILLAGE ELEMENTARY,37,17,46,20,0,0,0,LOS ANGELES
VALLEY VIEW ELEMENTARY,37,30,81,6,1,0,0,LOS ANGELES
PASEO DEL REY FUNDAMENTAL,37,26,70,7,0,4,0,PLAYA DEL REY
ALTADENA ELEMENTARY,37,31,84,6,0,0,0,ALTADENA
JUAN CABRILLO ELEMENTARY,37,28,76,3,0,6,0,MALIBU
JOHN MUIR ELEMENTARY,37,29,78,5,0,3,0,SANTA MONICA
ONEONTA MONTESSORI SCHOOL,37,22,59,15,0,0,0,ALHAMBRA
ST. JOHN THE BAPTIST,37,36,97,1,0,0,0,BALDWIN PARK
ST. DOMINIC SAVIO,37,35,95,1,0,1,0,BELLFLOWER
SIERRA CANYON SCHOOL,37,32,86,1,0,4,0,CHATSWORTH
OUR LADY OF THE HOLY ROSARY,37,36,97,1,0,0,0,SUN VALLEY
UNIVERSITY MONTESSORI OF IRVINE,37,33,89,4,0,0,0,IRVINE
SAINT JEANNE DE LESTONNAC,37,34,92,0,0,3,0,TEMECULA
HEIGHTS CHRISTIAN SCHOOL - CHINO HILLS CHRISTIAN,37,32,86,3,0,2,0,CHINO HILLS
UPLAND CHRISTIAN ACADEMY,37,35,95,0,0,2,0,RANCHO CUCAMONGA
LINCOLN ELEMENTARY,37,32,86,0,0,5,0,VENTURA
W. R. POWELL ELEMENTARY,36,29,81,7,0,0,0,AZUSA
ELYSIAN HEIGHTS ELEMENTARY,36,36,100,0,0,0,0,LOS ANGELES
VINEDALE ELEMENTARY,36,34,94,2,0,0,0,SUN VALLEY
CLEVELAND ELEMENTARY,36,23,64,13,0,0,0,PASADENA
SAINT ELIZABETH,36,35,97,1,0,0,0,ALTADENA
ST. GERTRUDE SCHOOL,36,36,100,0,0,0,0,BELL GARDENS
CALVARY CHAPEL CHRISTIAN,36,34,94,0,0,2,0,DOWNEY
OUR LADY OF LOURDES SCHOOL,36,29,81,7,0,0,0,LOS ANGELES
HIGH POINT ACADEMY,36,33,92,2,0,1,0,PASADENA
ST. FRANCIS DE SALES,36,28,78,6,0,2,0,SHERMAN OAKS
HOLY FAMILY,36,32,89,3,0,1,0,SOUTH PASADENA
WEST VALLEY CHRISTIAN SCHOOL,36,31,86,2,0,3,0,WEST HILLS
ABIDING SAVIOR LUTHERAN SCHOOL,36,24,67,12,0,0,0,LAKE FOREST
"CARDEN HALL, INC",36,17,47,16,0,3,3,NEWPORT BEACH
HEART CHRISTIAN PREPARATORY ACADEMY,36,21,58,0,0,15,15,SAN JUAN CAPISTRANO
DESERT CHRISTIAN ACADEMY,36,33,92,3,0,0,0,BERMUDA DUNES
ST. THOMAS THE APOSTLE SCHOOL,36,34,94,1,0,1,0,RIVERSIDE
WEATHERSFIELD ELEMENTARY,36,34,94,1,0,1,0,THOUSAND OAKS
SOMIS ELEMENTARY,36,30,83,6,0,0,0,SOMIS
MOTHER OF DIVINE GRACE,36,14,39,11,1,10,0,OJAI
LAKELAND ELEMENTARY,35,30,86,5,0,0,0,NORWALK
FORTY-SECOND STREET ELEMENTARY,35,23,66,11,0,1,0,LOS ANGELES
LATONA AVENUE ELEMENTARY,35,15,43,20,0,0,0,LOS ANGELES
RICHLAND AVENUE ELEMENTARY,35,22,63,13,0,0,0,LOS ANGELES
FRANKLIN ELEMENTARY,35,35,100,0,0,0,0,ALTADENA
ST. PHILOMENA ELEMENTARY,35,35,100,0,0,0,0,CARSON
DELPHI ACADEMY OF LOS ANGELES,35,3,9,7,0,25,25,LAKE VIEW TERRACE
ST. BARNABAS ELEMENTARY,35,35,100,0,0,0,0,LONG BEACH
ST. CORNELIUS ELEMENTARY,35,35,100,0,0,0,0,LONG BEACH
NATIVITY ELEMENTARY,35,35,100,0,0,0,0,LOS ANGELES
ST. RITA CATHOLIC SCHOOL,35,21,60,14,0,0,0,SIERRA MADRE
MERTON E. HILL ELEMENTARY,35,32,91,3,0,0,0,GARDEN GROVE
CYPRESS ELEMENTARY,35,34,97,1,0,0,0,NEWBURY PARK
PARK VIEW ELEMENTARY,35,33,94,2,0,0,0,SIMI VALLEY
PEPPERMINT JUNCTION,35,17,49,16,0,2,2,OXNARD
WONDERLAND ANGELS EARLY LEARNING CENTER,34,34,100,0,0,0,0,COMPTON
SONRISE CHRISTIAN,34,23,68,7,0,4,0,COVINA
OUR LADY OF GUADALUPE ELEMENTARY,34,27,79,6,1,0,0,HERMOSA BEACH
BETHANY BAPTIST ELEMENTARY,34,34,100,0,0,0,0,LONG BEACH
CHEDER OF LOS ANGELES,34,24,71,6,0,4,0,LOS ANGELES
HOLY SPIRIT ELEMENTARY,34,33,97,0,0,1,1,LOS ANGELES
ST.MICHAEL ELEMENTARY,34,34,100,0,0,0,0,LOS ANGELES
ST. EMYDIUS SCHOOL,34,34,100,0,0,0,0,LYNWOOD
ST. JANE FRANCES DE CHANTAL SCHOOL,34,23,68,11,0,0,0,NORTH HOLLYWOOD
"WESLEY SCHOOL, THE",34,33,97,0,0,1,1,NORTH HOLLYWOOD
ST. MARY OF THE ASSUMPTION ELEMENTARY,34,34,100,0,0,0,0,WHITTIER
GRACE CHRISTIAN SCHOOL OF CYPRESS,34,29,85,0,0,5,0,CYPRESS
GRACE CHRISTIAN SCHOOL,34,24,71,0,0,10,0,LAKE FOREST
ST. EDWARD SCHOOL,34,32,94,0,2,0,0,CORONA
HUGHES-ELIZABETH LAKES,33,26,79,3,0,4,0,LAKE HUGHES
CHARLES H. KIM ELEMENTARY,33,27,82,6,0,0,0,LOS ANGELES
VAN NESS AVENUE ELEMENTARY,33,22,67,11,0,0,0,LOS ANGELES
BEATITUDES OF OUR LORD ELEMENTARY,33,32,97,1,0,0,0,LA MIRADA
HOLY INNOCENTS ELEMENTARY,33,26,79,5,0,2,2,LONG BEACH
PS1 PLURALISTIC SCHOOL,33,18,55,4,0,11,0,SANTA MONICA
HICKORY TREE SCHOOL,33,29,88,3,0,1,0,TORRANCE
HEBREW ACADEMY,33,24,73,2,1,6,0,HUNTINGTON BEACH
HERITAGE MONTESSORI SCHOOL,33,31,94,0,0,2,2,HUNTINGTON BEACH
PALM VALLEY SCHOOL,33,31,94,1,0,1,0,RANCHO MIRAGE
BLOOMINGTON CHRISTIAN SCHOOL,33,23,70,9,0,1,0,BLOOMINGTON
OUR LADY OF LOURDES,33,33,100,0,0,0,0,MONTCLAIR
NELSON ELEMENTARY,32,28,88,3,1,0,0,LA PUENTE
ANNALEE AVENUE ELEMENTARY,32,15,47,17,0,0,0,CARSON
POINT DUME ELEMENTARY,32,26,81,1,0,5,0,MALIBU
PASADENA WALDORF SCHOOL,32,11,34,9,0,12,1,ALTADENA
LITTLE ANGELS ACADEMY BURBANK,32,32,100,0,0,0,0,BURBANK
ST. ANASTASIA ELEMENTARY,32,27,84,5,0,0,0,LOS ANGELES
ARMENIAN SISTERS ACADEMY OF LOS ANGELES,32,31,97,1,0,0,0,MONTROSE
ROLLING HILLS COUNTRY DAY SCHOOL,32,30,94,0,0,2,0,ROLLING HILLS ESTATES
ALISO VIEJO CHRISTIAN,32,28,88,2,0,2,1,ALISO VIEJO
SAINT JEANNE DE LESTONNAC SCHOOL,32,24,75,6,0,2,0,TUSTIN
MORONGO VALLEY ELEMENTARY,32,29,91,3,0,0,0,MORONGO VALLEY
ST. MARGARET MARY,32,31,97,0,1,0,0,CHINO
MONTESSORI SCHOOL OF CHINO HILLS,32,32,100,0,0,0,0,CHINO HILLS
REDLANDS CHRISTIAN,32,29,91,3,0,0,0,REDLANDS
KATHERINE ELEMENTARY,32,27,84,3,0,2,0,SIMI VALLEY
"GRANDVIEW, COLLEGE PREPARATORY ACADEMY",31,26,84,5,0,0,0,VALINDA
XINAXCALMECAC ACADEMIA SEMILLAS DEL PUEBLO,31,14,45,15,0,2,1,LOS ANGELES
ST. EUPHRASIA SCHOOL,31,30,97,1,0,0,0,GRANADA HILLS
ASCENSION ELEMENTARY CATHOLIC,31,31,100,0,0,0,0,LOS ANGELES
WESTCHESTER LUTHERAN SCHOOL,31,24,77,6,0,1,0,LOS ANGELES
OR HACHAIM ACADEMY,31,20,65,11,0,0,0,NORTH HOLLYWOOD
PASADENA CHRISTIAN SCHOOL,31,28,90,2,0,1,0,PASADENA
HOLY NAME OF MARY,31,31,100,0,0,0,0,SAN DIMAS
PINECREST SCHOOLS - WOODLAND HILLS,31,28,90,2,0,1,0,WOODLAND HILLS
ST. JOHN'S EPISCOPAL,31,30,97,0,0,1,0,RANCHO SANTA MARGARITA
ST. CECILIA ELEMENTARY,31,21,68,9,0,1,0,TUSTIN
MONTESSORI SCHOOL OF CORONA,31,30,97,0,0,1,0,CORONA
SACRED HEART ACADEMY,31,31,100,0,0,0,0,REDLANDS
KNOLLS ELEMENTARY,31,28,90,2,0,1,0,SIMI VALLEY
CREATIVE BEGINNINGS,30,30,100,0,0,0,0,DOWNEY
GLENDALE ADVENTIST ACADEMY,30,27,90,2,0,1,1,GLENDALE
ST. JOHN CHRYSOSTOM,30,30,100,0,0,0,0,INGLEWOOD
SACRED HEART ELEMENTARY,30,27,90,1,1,1,0,LANCASTER
LOS ALTOS BRETHREN SCHOOL,30,27,90,2,0,1,0,LONG BEACH
ALEX PILIBOS ARMENIAN,30,24,80,3,0,3,3,LOS ANGELES
IMMACULATE CONCEPTION,30,30,100,0,0,0,0,LOS ANGELES
ST. CECILIA ELEMENTARY,30,19,63,11,0,0,0,LOS ANGELES
ST. RAPHAEL ELEMENTARY,30,30,100,0,0,0,0,LOS ANGELES
TRINITY CLASSICAL ACADEMY,30,26,87,1,0,3,0,SANTA CLARITA
PLAYHOUSE,30,26,87,4,0,0,0,TORRANCE
ST. JAMES ELEMENTARY,30,28,93,2,0,0,0,TORRANCE
ST. HEDWIG ELEMENTARY,30,30,100,0,0,0,0,LOS ALAMITOS
MISSION VIEJO CHRISTIAN PRESCHOOL-KINDERGARTEN,30,26,87,1,0,3,0,MISSION VIEJO
APPLIED SCHOLASTICS ONLINE ACADEMY,30,10,33,0,0,20,0,LAKE MATHEWS
ST. HYACINTH ACADEMY,30,29,97,0,0,1,1,SAN JACINTO
ALTA LOMA CHRISTIAN,30,28,93,0,0,2,0,ALTA LOMA
SAN ANTONIO ELEMENTARY,30,12,40,17,0,1,0,OJAI
ARROYO ELEMENTARY,30,29,97,0,0,1,0,SIMI VALLEY
ST. MARY MAGDALEN,30,24,80,5,0,1,1,CAMARILLO
PHOENIX RANCH SCHOOL,30,24,80,4,0,2,2,SIMI VALLEY
OUR LADY OF THE ASSUMPTION,30,29,97,1,0,0,0,VENTURA
MANZANITA ELEMENTARY,29,25,86,4,0,0,0,COVINA
LAKE MARIE ELEMENTARY,29,29,100,0,0,0,0,WHITTIER
ST. DOROTHY ELEMENTARY,29,26,90,2,0,1,1,GLENDORA
HEIGHTS CHRISTIAN SCHOOL LA MIRADA CAMPUS,29,29,100,0,0,0,0,LA MIRADA
CATHEDRAL CHAPEL ELEMENTARY,29,19,66,9,1,0,0,LOS ANGELES
ST. MARTIN OF TOURS,29,23,79,4,0,2,0,LOS ANGELES
ST. ODILIA ELEMENTARY,29,29,100,0,0,0,0,LOS ANGELES
ST. MATTHEW'S PARISH SCHOOL,29,25,86,1,0,3,0,PACIFIC PALISADES
OUR LADY OF THE ROSARY SCHOOL,29,29,100,0,0,0,0,PARAMOUNT
SEQUOYAH SCHOOL,29,24,83,0,0,5,5,PASADENA
VALLEY SCHOOL�� INDIVIDUAL TRAIN,29,27,93,0,0,2,1,VAN NUYS
ST. MARK SCHOOL,29,27,93,0,0,2,0,VENICE
CHRIST LUTHERAN SCHOOL,29,28,97,1,0,0,0,COSTA MESA
OUR SAVIOR'S LUTHERAN ELEMENTARY,29,21,72,4,0,4,0,SAN CLEMENTE
ST. POLYCARP ELEMENTARY,29,24,83,4,0,1,1,STANTON
TAFT T. NEWMAN LEADERSHIP ACADEMY,29,27,93,0,0,2,2,SAN BERNARDINO
VENTURA MISSIONARY CHRISTIAN,29,28,97,1,0,0,0,VENTURA
BRAINARD ELEMENTARY,28,23,82,5,0,0,0,LAKE VIEW TERRACE
BAIS CHAYA MUSHKA CHABAD,28,25,89,0,0,3,3,LOS ANGELES
ST. TURIBIUS ELEMENTARY,28,28,100,0,0,0,0,LOS ANGELES
ST. PHILIP NERI,28,28,100,0,0,0,0,LYNWOOD
SAINTS FELICITAS AND PERPETUA SCHOOL,28,28,100,0,0,0,0,SAN MARINO
ST. JOACHIM,28,7,25,21,0,0,0,COSTA MESA
CALVARY CHAPEL CHRISTIAN SCHOOL OF CYPRE,28,26,93,2,0,0,0,CYPRESS
MY FIRST MONTESSORI PRESCHOOL,28,9,32,19,0,0,0,HUNTINGTON BEACH
MONTESSORI ON THE LAKE,28,27,96,0,0,1,0,LAKE FOREST
OAKRIDGE PRIVATE,28,22,79,3,0,3,0,ORANGE
RIVERVIEW ELEMENTARY,28,27,96,0,0,1,0,NORCO
TURNING POINT CHRISTIAN SCHOOL,28,28,100,0,0,0,0,NORCO
OUR LADY OF PERPETUAL HELP,28,27,96,0,0,1,0,RIVERSIDE
RIVERSIDE CHRISTIAN SCHOOLS,28,22,79,5,1,0,0,RIVERSIDE
RIVERSIDE MONTESSORI ACADEMY,28,27,96,0,1,0,0,RIVERSIDE
SAINT CATHERINE OF ALEXANDRIA SCHOOL,28,18,64,10,0,0,0,RIVERSIDE
CARDEN ARBOR VIEW,28,27,96,0,0,1,1,UPLAND
LINCOLN ELEMENTARY,28,21,75,7,0,0,0,SIMI VALLEY
MOUNTAIN VIEW ELEMENTARY,28,25,89,1,0,2,0,SIMI VALLEY
COLLEGE HEIGHTS CHRISTIAN SCHOOL,28,23,82,2,0,3,0,VENTURA
VALLEY PREP K-5,27,0,0,27,0,0,0,PACOIMA
MAGNOLIA SCIENCE ACADEMY 7,27,27,100,0,0,0,0,NORTHRIDGE
ARCADIA CHRISTIAN SCHOOL,27,24,89,3,0,0,0,ARCADIA
HOLY ANGELS ELEMENTARY,27,27,100,0,0,0,0,ARCADIA
TURNING POINT SCHOOL,27,22,81,2,0,3,0,CULVER CITY
DISCOVERY WORLD MONTESSORI,27,27,100,0,0,0,0,DIAMOND BAR
ST. RAYMOND ELEMENTARY,27,24,89,1,0,2,1,DOWNEY
"PINES CHRISTIAN, THE",27,15,56,12,0,0,0,HARBOR CITY
ST. JOSEPH ELEMENTARY,27,26,96,0,0,1,0,HAWTHORNE
"EARLY START PRESCHOOLS, INC. DBA SMARTSTART DEVELOPMENTAL LEARNING CENTER",27,21,78,1,0,5,1,SANTA MONICA
CYPRESS MONTESSORI ACADEMY,27,27,100,0,0,0,0,CYPRESS
NEW HORIZON SCHOOL IRVINE,27,16,59,11,0,0,0,IRVINE
ST. CATHERINE OF SIENA PARISH SCHOOL,27,16,59,8,0,3,0,LAGUNA BEACH
ST. NORBERT,27,24,89,3,0,0,0,ORANGE
COTTONWOOD ELEMENTARY,27,26,96,0,0,1,0,AGUANGA
IDYLLWILD,27,21,78,2,0,4,0,IDYLLWILD
ST. JOHN'S LUTHERAN,27,24,89,0,0,3,0,HEMET
EXCEL PREP CHARTER,27,27,100,0,0,0,0,SAN BERNARDINO
SACRED HEART PARISH SCHOOL,27,27,100,0,0,0,0,RANCHO CUCAMONGA
ST. PASCHAL BAYLON ELEMENTARY,27,26,96,0,0,1,0,THOUSAND OAKS
ASPIRE INSKEEP ACADEMY CHARTER,26,19,73,7,0,0,0,LOS ANGELES
VINTAGE MATH SCIENCE TECHNOLOGY MAGNET,26,26,100,0,0,0,0,NORTH HILLS
DIAMOND POINT ELEMENTARY,26,25,96,1,0,0,0,DIAMOND BAR
OUR LADY OF VICTORY ELEMENTARY,26,26,100,0,0,0,0,COMPTON
ST. CYRIL OF JERUSALEM ELEMENTARY,26,23,88,3,0,0,0,ENCINO
ST. MARY ELEMENTARY CATHOLIC,26,24,92,0,0,2,0,PALMDALE
"WAVERLY SCHOOL, THE",26,14,54,6,0,6,0,PASADENA
ST. CATHERINE OF SIENA SCHOOL,26,24,92,2,0,0,0,RESEDA
CHRIST LUTHERAN ELEMENTARY,26,24,92,1,0,1,0,WEST COVINA
ST. CHRISTOPHER PARISH SCHOOL,26,23,88,3,0,0,0,WEST COVINA
ST. BERNARDINE OF SIENA ELEMENTARY,26,26,100,0,0,0,0,WOODLAND HILLS
MINARET ACADEMY,26,21,81,5,0,0,0,ANAHEIM
ST. ANGELA MERICI ELEMENTARY,26,25,96,0,0,1,0,BREA
INTERNATIONAL CHRISTIAN MONTESSORI SCHOOL OF NEWPORT,26,24,92,2,0,0,0,COSTA MESA
SHORELINE CHRISTIAN SCHOOL,26,24,92,0,0,2,0,FOUNTAIN VALLEY
STEPPING STONES ACADEMY,26,26,100,0,0,0,0,FULLERTON
TARBUT V'TORAH COMMUNITY DAY,26,24,92,1,0,1,0,IRVINE
CHERRY VALLEY BRETHREN SCHOOL,26,24,92,1,0,1,0,CHERRY VALLEY
"CASA RAMONA ACADEMY FOR TECHNOLOGY, COMMUNITY, AND EDUCATION",26,26,100,0,0,0,0,SAN BERNARDINO
CALVARY CHAPEL RIALTO CHRISTIAN SCHOOL,26,23,88,3,0,0,0,RIALTO
ST. PETER CLAVER PRESCHOOL AND KINDERGARTEN,26,24,92,2,0,0,0,SIMI VALLEY
BETHANY CHRISTIAN SCHOOL,26,23,88,0,0,3,0,THOUSAND OAKS
HOLY CROSS SCHOOL,26,19,73,7,0,0,0,VENTURA
ASPIRE ANTONIO MARIA LUGO ACADEMY,25,25,100,0,0,0,0,HUNTINGTON PARK
SELMA AVENUE ELEMENTARY,25,18,72,7,0,0,0,LOS ANGELES
GOOD SHEPHERD CATHOLIC SCHOOL,25,22,88,3,0,0,0,BEVERLY HILLS
GARDENA CHRISTIAN ACADEMY,25,25,100,0,0,0,0,GARDENA
HOLY FAMILY ELEMENTARY,25,25,100,0,0,0,0,GLENDALE
"OAKS, THE",25,23,92,0,0,2,0,LOS ANGELES
SACRED HEART ELEMENTARY SCHOOL,25,25,100,0,0,0,0,LOS ANGELES
MANHATTAN ACADEMY,25,6,24,19,0,0,0,MANHATTAN BEACH
ST. ROSE OF LIMA CATHOLIC,25,21,84,4,0,0,0,MAYWOOD
OUR LADY OF LOURDES,25,25,100,0,0,0,0,NORTHRIDGE
ST. LINUS ELEMENTARY,25,25,100,0,0,0,0,NORWALK
ST. MONICA CATHOLIC ELEMENTARY SCHOOL,25,20,80,3,0,2,0,SANTA MONICA
RENASCENCE SCHOOL INTERNATIONAL,25,22,88,1,0,2,0,COSTA MESA
FOUNTAIN VALLEY MONTESSORI CENTER,25,23,92,1,0,1,0,FOUNTAIN VALLEY
IMMANUEL LUTHERAN ELEMENTARY,25,20,80,2,0,3,0,RIVERSIDE
NEWBERRY SPRINGS ELEMENTARY,25,20,80,3,0,2,2,NEWBERRY SPRINGS
YERMO ELEMENTARY,25,24,96,1,0,0,0,YERMO
REDLANDS ADVENTIST ACADEMY,25,20,80,4,0,1,1,REDLANDS
LAS FLORES HOME EDUCATION INDEPENDENT STUDY ACADEMY,24,23,96,1,0,0,0,BELLFLOWER
CEDARLANE ACADEMY,24,24,100,0,0,0,0,HACIENDA HEIGHTS
ASPIRE HUNTINGTON PARK CHARTER,24,22,92,2,0,0,0,HUNTINGTON PARK
ANN STREET ELEMENTARY,24,19,79,5,0,0,0,LOS ANGELES
ARROYO SECO MUSEUM SCIENCE,24,12,50,12,0,0,0,LOS ANGELES
DE LA SALLE,24,24,100,0,0,0,0,GRANADA HILLS
BETHEL CHRISTIAN,24,20,83,0,0,4,4,LANCASTER
IVIE LEAGUE CHRISTIAN PRESCHOOL,24,3,13,21,0,0,0,LOS ANGELES
SANTA TERESITA ELEMENTARY,24,19,79,5,0,0,0,LOS ANGELES
MARY IMMACULATE ELEMENTARY SCHOOL,24,20,83,4,0,0,0,PACOIMA
ST. MARIANNE DE PAREDES ELEMENTARY,24,23,96,1,0,0,0,PICO RIVERA
PV PENINSULA MONTESSORI SCHOOL,24,22,92,1,0,1,0,RANCHO PALOS VERDES
ST. DIDACUS ELEMENTARY,24,23,96,1,0,0,0,SYLMAR
WEST COVINA CHRISTIAN ELEMENTARY,24,23,96,1,0,0,0,WEST COVINA
KADIMA DAY SCHOOL,24,16,67,7,0,1,1,WEST HILLS
SAINT JUDE THE APOSTLE,24,24,100,0,0,0,0,WESTLAKE VILLAGE
STS. PETER AND ST. PAUL,24,10,42,14,0,0,0,WILMINGTON
ORANGE COUNTY SPECIAL EDUCATION,24,18,75,5,0,1,0,COSTA MESA
INDEPENDENCE CHRISTIAN SCHOOL,24,21,88,0,0,3,0,ANAHEIM
MONTESSORI OF BREA INC.,24,24,100,0,0,0,0,BREA
"MONTESSORI GREENHOUSE SCHOOLS, LLC",24,23,96,0,0,1,0,GARDEN GROVE
GREAT FOUNDATIONS MONTESSORI,24,23,96,0,0,1,0,IRVINE
TURTLE ROCK PRIVATE KINDERGARTEN,24,24,100,0,0,0,0,IRVINE
VILLAGE MONTESSORI OF IRVINE,24,19,79,5,0,0,0,IRVINE
PALM DESERT LEARNING TREE CENTER,24,22,92,0,0,2,2,PALM DESERT
ANNE SULLIVAN PRESCHOOL AND KINDERGARTEN,24,19,79,0,0,5,0,WILDOMAR
TRONA ELEMENTARY,24,22,92,0,0,2,0,TRONA
VICTOR VALLEY CHRISTIAN ELEMENTARY,24,23,96,0,1,0,0,VICTORVILLE
ST. ANTHONY'S ELEMENTARY,24,20,83,4,0,0,0,OXNARD
CARDEN CONEJO SCHOOL,24,15,63,7,2,0,0,WESTLAKE VILLAGE
COWAN AVENUE ELEMENTARY,23,18,78,4,0,1,0,LOS ANGELES
FOSHAY LEARNING CENTER,23,22,96,1,0,0,0,LOS ANGELES
BERENECE CARLSON HOME HOSPITAL,23,15,65,1,7,0,0,NORTH HOLLYWOOD
SOUTH SHORES CSUDH VISUAL AND PERFORMING ARTS,23,21,91,2,0,0,0,SAN PEDRO
IQ ACADEMY CALIFORNIA-LOS ANGELES,23,17,74,1,0,5,3,SIMI VALLEY
ST. JOHN EUDES,23,20,87,2,0,1,0,CHATSWORTH
INCARNATION ELEMENTARY,23,23,100,0,0,0,0,GLENDALE
A BRIGHT BEGINNING,23,10,43,13,0,0,0,INGLEWOOD
ST. BEDE THE VENERABLE ELEMENTARY,23,20,87,1,0,2,2,LA CANADA
CHEDER MENACHEM,23,19,83,2,0,2,0,LOS ANGELES
HOLY NAME OF JESUS CATHOLIC ELEMENTARY,23,20,87,3,0,0,0,LOS ANGELES
ST. AGNES PARISH SCHOOL,23,22,96,1,0,0,0,LOS ANGELES
ST. ALBERT THE GREAT ELEMENTARY SCHOOL,23,23,100,0,0,0,0,RANCHO DOMINGUEZ
SAN GABRIEL MISSION ELEMENTARY,23,17,74,6,0,0,0,SAN GABRIEL
C. AND E. MERDINIAN ARMENIAN EVANGELICAL SCHOOL,23,15,65,6,0,2,0,SHERMAN OAKS
MISSION LUTHERAN SCHOOL,23,13,57,1,0,9,0,LAGUNA NIGUEL
BAPTIST CHRISTIAN SCHOOL,23,18,78,0,0,5,5,HEMET
LANDERS ELEMENTARY,23,22,96,1,0,0,0,LANDERS
JARDIN DE LA INFANCIA,22,20,91,2,0,0,0,LOS ANGELES
EVEREST VALUE,22,22,100,0,0,0,0,LOS ANGELES
